title,release_date,vote_average,budget,vote_count,revenue,runtime,production_country,genres,release_year
The Costume Designer,1950-07-13,0.0,0,0,0,9,United States of America,Documentário,1950
Liebe nach Noten,1950-10-12,8.0,0,1,0,0,Germany,"Comédia, Drama, Romance",1950
Nada Além de um Desejo,1950-04-12,5.8,0,7,0,112,United States of America,Comédia,1950
Apartado de correos 1001,1950-12-05,6.9,0,11,0,91,Spain,"Drama, Thriller",1950
Rocky Mountain,1950-11-11,5.7,0,15,0,83,United States of America,"Aventura, Faroeste",1950
群盗南蛮船 ぎやまんの宿,1950-06-13,0.0,0,0,0,95,Japan,,1950
O Garoto e a Rainha,1950-10-03,6.5,0,8,0,94,"United States of America, United Kingdom",Drama,1950
"Alina, A Transviada",1950-08-06,5.0,0,3,0,83,Italy,Drama,1950
The Goldbergs,1950-12-23,7.0,0,1,0,83,United States of America,Comédia,1950
دموع الفرح,1950-01-01,0.0,0,0,0,100,,,1950
بابا أمين,1950-11-20,6.643,0,7,0,111,Egypt,"Comédia, Drama",1950
Spooky Wooky,1950-12-01,0.0,0,0,0,15,United States of America,"Comédia, Terror",1950
Mistr třeboňský,1950-12-31,0.0,0,0,0,0,Czechoslovakia,"Documentário, História",1950
Piantadino,1950-03-30,0.0,0,0,0,0,Argentina,Comédia,1950
Cinzas ao Vento,1950-06-16,5.711,0,19,0,110,United States of America,"Drama, Romance",1950
Dwie brygady,1950-09-01,0.0,0,0,0,86,Poland,Drama,1950
Boos in the Nite,1950-09-22,5.0,0,2,0,7,United States of America,Animação,1950
Bunker Hill Bunny,1950-09-23,7.2,0,30,0,7,United States of America,"Animação, Comédia, Guerra",1950
La strada buia,1950-05-08,3.2,0,4,0,78,Italy,"Crime, Drama",1950
Family Portrait,1950-12-01,5.8,0,4,0,26,United Kingdom,Documentário,1950
Agustina de Aragón,1950-10-09,5.2,0,5,0,125,Spain,"História, Drama",1950
Canção de Amor,1950-01-01,7.0,0,109,0,26,France,"Drama, Fantasia, Romance",1950
No desearás la mujer de tu hijo,1950-05-18,8.0,0,45,0,113,Mexico,Drama,1950
الصقر,1950-12-31,0.0,0,0,0,0,,,1950
Salt Lake Raiders,1950-05-01,6.0,0,1,0,60,United States of America,Faroeste,1950
Hamara Ghar,1950-10-20,0.0,0,0,0,134,India,,1950
Family Tree,1950-12-31,5.0,0,1,0,14,Canada,Animação,1950
The Daughter of Rosie O'Grady,1950-04-29,5.0,0,1,0,104,United States of America,"Comédia, Romance",1950
Larápios,1950-05-13,5.3,0,9,0,74,United States of America,"Crime, Drama, Thriller",1950
أمير الانتقام,1950-10-23,6.5,0,6,0,165,Egypt,"Romance, Ação, Crime",1950
Frökens första barn,1950-07-26,5.3,0,3,0,102,Sweden,Comédia,1950
Les Premières Armes,1950-08-03,5.7,0,3,0,84,France,Drama,1950
Minha Amiga Maluca,1950-06-25,6.1,0,16,0,91,United States of America,"Comédia, Crime",1950
South Sea Sinner,1950-08-30,5.0,0,1,0,88,United States of America,"Aventura, Crime, Drama",1950
Furioso,1950-11-10,0.0,0,0,0,88,Germany,Drama,1950
Dois Caipiras: Nas Altas Rodas,1950-04-01,6.455,0,11,0,79,United States of America,Comédia,1950
A Força do Mal,1950-08-24,6.597,0,134,0,79,United States of America,"Crime, Drama",1950
La posesión,1950-01-01,5.6,0,7,0,105,Mexico,Drama,1950
Die Verjüngungskur,1950-07-13,0.0,0,0,0,0,Austria,Comédia,1950
Historia de una noche de niebla,1950-10-19,0.0,0,0,0,72,Argentina,"Romance, Drama",1950
Trail of Robin Hood,1950-12-15,5.8,0,5,0,67,United States of America,Faroeste,1950
Le due sorelle,1950-12-31,0.0,0,0,0,82,Italy,Drama,1950
Tripoli,1950-11-09,5.6,0,8,0,95,United States of America,"Aventura, Ação",1950
The Scarlet Pumpernickel,1950-03-04,6.747,0,85,0,7,United States of America,"Animação, Comédia, Aventura",1950
Vida de Minha Vida,1950-07-27,5.692,0,13,0,93,United States of America,Drama,1950
Prima comunione,1950-09-29,6.111,0,18,0,90,"France, Italy",Comédia,1950
Cuando acaba la noche,1950-06-14,5.0,0,2,0,88,Mexico,"Drama, Crime",1950
Aventurera,1950-10-18,7.5,0,23,0,101,Mexico,"Drama, Música, Crime",1950
Die Lüge,1950-08-10,0.0,0,0,0,84,Germany,Drama,1950
Figaro qua... Figaro là,1950-10-12,6.0,0,16,0,83,Italy,Comédia,1950
Tire au flanc,1950-11-10,0.0,0,0,0,87,France,Comédia,1950
Dick Barton at Bay,1950-10-02,3.833,0,6,0,64,United Kingdom,"Aventura, Crime, Família, Ficção científica",1950
Verlobte Leute,1950-07-27,5.0,0,1,0,80,Germany,Comédia,1950
West of Wyoming,1950-02-19,6.0,0,1,0,57,United States of America,Faroeste,1950
So You Want to Hold Your Husband,1950-07-01,0.0,0,0,0,10,United States of America,"Documentário, Comédia",1950
Blondie's Hero,1950-03-09,6.3,0,3,0,67,United States of America,Comédia,1950
O Faísca,1950-11-09,5.6,0,10,0,84,United States of America,Drama,1950
Non c'è pace tra gli ulivi,1950-09-10,7.0,0,13,0,107,Italy,Drama,1950
熱泥地,1950-05-01,0.0,0,0,0,101,Japan,"Crime, Drama",1950
天保水滸伝　大利根の夜霧,1950-11-18,0.0,0,0,0,61,Japan,,1950
High Lonesome,1950-09-01,5.1,0,8,0,81,United States of America,"Faroeste, Mistério",1950
Les Enfants terribles,1950-03-29,6.633,0,120,0,107,France,Drama,1950
Lion Around,1950-01-20,6.2,0,25,0,7,United States of America,Animação,1950
Желтый аист,1950-04-08,3.3,0,3,0,11,Soviet Union,Animação,1950
O Vale do Castor,1950-07-19,6.8,0,18,0,32,United States of America,Documentário,1950
Berth 24,1950-12-31,7.5,0,2,0,40,United Kingdom,Documentário,1950
Love at First Bite,1950-05-04,5.7,0,6,0,16,United States of America,Comédia,1950
Os Mortos Não Voltam,1950-09-01,5.9,0,9,0,67,United States of America,Crime,1950
Harbor of Missing Men,1950-03-26,5.5,0,2,0,60,United States of America,"Aventura, Crime",1950
Hoedown,1950-06-01,5.0,0,1,0,64,United States of America,Faroeste,1950
The Lady Craved Excitement,1950-08-01,5.2,0,5,0,60,United Kingdom,"Comédia, Mistério",1950
A Experiência de Alcatraz,1950-11-21,6.5,0,3,0,57,United States of America,Crime,1950
È primavera...,1950-01-26,6.0,0,4,0,92,Italy,Comédia,1950
"Guardián, el perro salvador",1950-04-05,5.0,0,4,0,81,,,1950
The Flying Saucer,1950-01-04,3.588,0,17,0,69,United States of America,"Thriller, Ficção científica",1950
Por Um Amor,1950-10-06,7.0,0,6,0,90,United States of America,Drama,1950
Southside 1-1000,1950-11-16,5.875,0,8,0,73,United States of America,"Crime, Drama",1950
أيام شبابي,1950-11-06,0.0,0,0,0,115,Egypt,"Crime, Música, Drama",1950
Esposa último modelo,1950-07-27,6.6,0,5,0,86,Argentina,"Romance, Comédia",1950
Sob o Manto da Intriga,1950-07-26,6.125,0,28,0,91,United States of America,"Drama, Crime",1950
Жуковский,1950-07-13,7.0,0,4,0,90,Soviet Union,"Drama, História",1950
Adventure in Telezonia,1950-12-31,5.0,0,1,0,18,United States of America,"Fantasia, Comédia, Animação, Drama, Documentário, Família",1950
東京の門,1950-10-24,0.0,0,0,0,100,Japan,Crime,1950
Pecado Sem Mácula,1950-03-23,6.429,0,42,0,83,United States of America,"Thriller, Crime",1950
Emergency Wedding,1950-11-15,5.5,0,2,0,78,United States of America,Comédia,1950
"Tom, o Vaqueiro",1950-03-11,6.806,0,54,0,7,United States of America,"Animação, Comédia, Faroeste",1950
O Porteiro,1950-05-03,7.5,0,55,0,113,Mexico,Comédia,1950
The Happy Years,1950-07-07,7.7,0,3,0,110,United States of America,"Comédia, Romance",1950
La patronne,1950-08-25,0.0,0,0,0,87,France,Comédia,1950
Il diavolo in convento,1950-01-17,7.0,0,1,0,0,,Comédia,1950
Don't Say Die,1950-12-01,5.0,0,1,0,0,United Kingdom,Comédia,1950
The Fuller Brush Girl,1950-09-15,6.0,0,10,0,85,United States of America,"Comédia, Mistério",1950
The Magnet,1950-10-01,6.3,0,22,0,79,United Kingdom,Comédia,1950
Blue Hawaii,1950-01-13,5.0,0,3,0,7,United States of America,Animação,1950
Don Fulgencio,1950-09-14,0.0,0,0,0,72,Argentina,Comédia,1950
Il folle di Marechiaro,1950-12-31,0.0,0,0,0,0,Italy,Drama,1950
Peggy,1950-07-01,4.7,0,3,0,76,United States of America,Comédia,1950
山のかなたに,1950-07-08,0.0,0,0,0,119,Japan,,1950
48 Oras,1950-04-06,6.0,0,1,0,123,Philippines,"Thriller, Guerra, Ação, Drama",1950
Τα αρραβωνιάσματα,1950-12-31,5.0,0,1,0,90,,"Drama, Romance",1950
A Dominadora,1950-11-02,7.5,0,28,0,90,United States of America,Drama,1950
Großstadtnacht,1950-09-07,0.0,0,0,0,0,Austria,Drama,1950
Yo quiero ser hombre,1950-06-30,5.8,0,4,0,0,Mexico,"Romance, Comédia",1950
Cage of Gold,1950-10-23,6.65,0,10,0,80,United Kingdom,"Drama, Thriller",1950
Double Deal,1950-12-01,6.2,0,5,0,64,United States of America,"Mistério, Drama, Aventura",1950
معركة الحياة,1950-11-27,0.0,0,0,0,103,Egypt,Drama,1950
Baby Wants Spinach,1950-09-29,6.0,0,1,0,6,United States of America,"Animação, Comédia",1950
The Savage Horde,1950-05-22,5.8,0,2,0,90,United States of America,Faroeste,1950
The Hypo-Chondri-Cat,1950-04-15,6.5,0,32,0,7,United States of America,"Animação, Família, Comédia",1950
Έλα στο θείο,1950-12-06,6.8,0,4,0,86,Greece,Comédia,1950
Forbidden Jungle,1950-03-02,4.0,0,2,0,66,United States of America,"Aventura, Ação",1950
Sihirli Define,1950-12-31,0.0,0,0,0,0,Turkey,Comédia,1950
Afsar,1950-01-06,0.0,0,0,0,0,,,1950
Medan staden sover,1950-09-08,6.2,0,5,0,102,Sweden,"Drama, Crime",1950
Vom Teufel gejagt,1950-10-23,6.0,0,2,0,100,Germany,"Crime, Drama",1950
Amor a la vida,1950-12-28,0.0,0,0,0,111,"Mexico, Venezuela","Drama, Aventura",1950
Battling Marshal,1950-01-15,0.0,0,0,0,55,United States of America,Faroeste,1950
Cue Ball Cat,1950-11-25,7.2,0,58,0,7,United States of America,"Animação, Comédia",1950
千石纏,1950-12-31,0.0,0,0,0,83,Japan,Drama,1950
Servicio en la mar,1950-05-21,0.0,0,0,0,0,Spain,"Drama, Guerra",1950
Totò cerca moglie,1950-03-15,6.304,0,47,0,74,Italy,Comédia,1950
The Farmer and the Belle,1950-12-01,2.0,0,1,0,6,United States of America,"Animação, Comédia",1950
暴力の街,1950-02-26,6.5,0,2,0,111,Japan,"Drama, Crime",1950
Terra Virgem,1950-08-01,6.263,0,19,0,81,United States of America,Faroeste,1950
The White Tower,1950-06-24,5.5,0,15,0,98,United States of America,"Aventura, Drama",1950
Nirala,1950-06-11,4.0,0,1,0,107,India,"Drama, Romance, Thriller",1950
Meu Maior Amor,1950-01-19,6.4,0,18,0,98,United States of America,"Drama, Romance",1950
His Bitter Half,1950-05-20,8.0,0,9,0,8,United States of America,"Animação, Comédia",1950
Далеко от Москвы,1950-12-19,0.0,0,0,0,103,Soviet Union,Drama,1950
Mrs. O'Malley and Mr. Malone,1950-12-08,6.0,0,3,0,69,United States of America,"Mistério, Comédia",1950
Hafenmelodie,1950-07-20,5.0,0,1,0,95,Germany,Crime,1950
The Flying Missile,1950-12-24,4.9,0,8,0,91,United States of America,Drama,1950
脱獄,1950-01-04,0.0,0,0,0,103,Japan,Drama,1950
Call of the Klondike,1950-12-17,7.0,0,2,0,67,United States of America,"Faroeste, Aventura",1950
Кубанские казаки,1950-02-26,5.8,0,15,0,112,Soviet Union,"Comédia, Romance, Música",1950
Outlaws of Texas,1950-12-10,0.0,0,0,0,56,United States of America,Faroeste,1950
A Cegonha Demora-se,1950-09-15,7.0,0,3,0,95,United States of America,"Drama, Música",1950
戦火を越えて,1950-09-02,0.0,0,0,0,91,Japan,,1950
殺陣師段平,1950-08-26,6.0,0,1,0,103,Japan,"Ação, Aventura, Drama",1950
The Missourians,1950-11-25,6.0,0,1,0,60,United States of America,Faroeste,1950
Dieser Mann gehört mir,1950-03-14,5.0,0,1,0,0,Germany,Comédia,1950
続影法師　龍虎相搏つ,1950-01-08,0.0,0,0,0,74,Japan,,1950
Edgar Bergen with Charlie McCarthy,1950-01-01,0.0,0,0,0,30,,"Comédia, Música",1950
愛の山河,1950-04-09,0.0,0,0,0,85,Japan,Drama,1950
Son copain,1950-11-17,6.0,0,1,0,112,"France, Canada",Drama,1950
المليونير,1950-07-07,7.5,0,2,0,105,Egypt,"Comédia, Música, Drama",1950
吸血鬼,1950-05-05,0.0,0,0,0,0,Hong Kong,Terror,1950
परदेस,1950-01-01,0.0,0,0,0,128,India,Drama,1950
قسمة ونصيب,1950-10-09,0.0,0,0,0,115,Egypt,"Música, Drama",1950
Au P'tit Zouave,1950-03-16,5.2,0,3,0,104,France,Comédia,1950
悲恋華,1950-09-16,0.0,0,0,0,90,Japan,,1950
Es liegt was in der Luft,1950-12-26,0.0,0,0,0,0,Germany,Comédia,1950
Puss Cafe,1950-06-09,6.7,0,19,0,7,United States of America,"Animação, Comédia, Família",1950
Sierra Passage,1950-12-31,6.0,0,1,0,81,United States of America,Faroeste,1950
La Rue sans loi,1950-12-01,5.1,0,10,0,100,France,Comédia,1950
Das Mädchen aus der Südsee,1950-09-28,0.0,0,0,0,86,Germany,Comédia,1950
Le Grand Cirque,1950-03-10,3.7,0,3,0,120,,Guerra,1950
レ・ミゼラブル　あゝ無情　第一部　神と悪魔,1950-11-03,0.0,0,0,0,112,Japan,"Drama, História",1950
Boobs in the Woods,1950-01-28,7.107,0,28,0,7,United States of America,"Animação, Comédia",1950
Le Grand Désert,1950-12-01,10.0,0,1,0,85,France,Documentário,1950
女医の診察室,1950-04-19,0.0,0,0,0,86,Japan,,1950
The Old Frontier,1950-07-20,0.0,0,0,0,60,United States of America,Faroeste,1950
One Hour in Wonderland,1950-12-25,6.8,0,5,0,59,United States of America,"Animação, Família, Comédia, Música",1950
Dopey Dicks,1950-03-02,6.9,0,7,0,16,United States of America,Comédia,1950
Revenue Agent,1950-12-12,1.0,0,2,0,72,United States of America,"Crime, Drama",1950
Holiday Rhythm,1950-10-30,0.0,0,0,0,60,United States of America,Música,1950
われ幻の魚見たり,1950-05-06,0.0,0,0,0,106,Japan,,1950
Young Daniel Boone,1950-03-05,0.0,0,0,0,71,United States of America,Faroeste,1950
The Man Who Had Influence,1950-05-29,6.0,0,2,0,59,,"Cinema TV, Drama",1950
Dom na pustkowiu,1950-03-27,0.0,0,0,0,82,Poland,"Guerra, Drama",1950
Miss Italia,1950-02-15,0.0,0,0,0,87,Italy,"Drama, Comédia",1950
Gerald McBoing-Boing,1950-11-02,6.6,0,68,0,8,United States of America,"Animação, Comédia",1950
Romanzo d'amore,1950-12-09,0.0,0,0,0,95,"France, Italy","Romance, Drama",1950
Lonely Heart Bandits,1950-08-29,6.5,0,1,0,60,United States of America,"Drama, Crime",1950
County Fair,1950-07-30,0.0,0,0,0,76,,Drama,1950
Gunfire,1950-08-12,5.0,0,1,0,59,United States of America,Faroeste,1950
A Verdade Não Se Diz,1950-05-26,6.1,1026000,6,1626000,82,United States of America,Comédia,1950
暁の追跡,1950-06-01,0.0,0,0,0,94,Japan,"Crime, Drama",1950
女の四季,1950-02-27,0.0,0,0,0,100,Japan,Drama,1950
Quel bandito sono io,1950-05-11,5.6,0,5,0,75,Italy,"Comédia, Crime",1950
The Leghorn Blows at Midnight,1950-05-06,6.9,0,9,0,7,United States of America,Animação,1950
Hold That Pose,1950-11-03,6.707,0,29,0,7,United States of America,"Comédia, Animação",1950
Unmasked,1950-01-30,4.773,0,11,0,60,United States of America,Crime,1950
Vuonna 2000,1950-12-31,5.0,0,1,0,13,Finland,"Drama, Ficção científica, Documentário",1950
Rebecca,1950-11-06,0.0,0,0,0,60,,Romance,1950
آخر كدبة,1950-11-12,5.5,0,2,0,115,Egypt,"Romance, Música, Comédia",1950
Arizona Territory,1950-07-02,5.0,0,1,0,56,United States of America,Faroeste,1950
В мирные дни,1950-06-06,5.7,0,3,0,97,Soviet Union,"Drama, Ação, Aventura",1950
春雪,1950-02-26,0.0,0,0,0,87,Japan,Drama,1950
Påhittiga Johansson,1950-09-04,0.0,0,0,0,85,Sweden,Comédia,1950
Il nido di falasco,1950-12-31,0.0,0,0,0,0,Italy,Drama,1950
窓から飛び出せ,1950-03-26,0.0,0,0,0,80,Japan,Drama,1950
The Palomino,1950-03-18,0.0,0,0,0,73,United States of America,Faroeste,1950
The Girl Who Couldn't Quite,1950-01-31,6.0,0,3,0,85,United Kingdom,Drama,1950
O Tesouro do Bandoleiro,1950-01-11,5.8,0,21,0,81,United States of America,Faroeste,1950
The Girl from San Lorenzo,1950-02-24,0.0,0,0,0,58,United States of America,Faroeste,1950
Second Chance,1950-09-06,0.0,0,0,0,72,United States of America,"Drama, Guerra, Romance",1950
Marca Fatal,1950-02-09,4.972,0,18,0,64,United States of America,"Crime, Drama",1950
薔薇合戦,1950-10-28,6.0,0,9,0,98,Japan,Drama,1950
Prinsipe Amante,1950-09-03,0.0,0,0,0,0,Philippines,Fantasia,1950
She Shall Have Murder,1950-12-01,0.0,0,0,0,90,United Kingdom,"Crime, Comédia",1950
Botta e risposta,1950-02-18,4.8,0,8,0,96,Italy,Comédia,1950
Prisoners in Petticoats,1950-09-18,6.0,0,1,0,60,United States of America,Crime,1950
Stage to Tucson,1950-12-01,5.7,0,3,0,81,United States of America,Faroeste,1950
بلدي وخفة,1950-04-02,0.0,0,0,0,130,Egypt,"Comédia, Drama, Música",1950
Två trappor över gården,1950-02-06,0.0,0,0,0,98,Sweden,,1950
El otro yo de Marcela,1950-06-13,0.0,0,0,0,93,Argentina,Comédia,1950
La honradez de la cerradura,1950-06-08,6.4,0,7,0,88,Spain,"Drama, Thriller",1950
Οι απάχηδες των Αθηνών,1950-01-23,6.2,0,6,0,81,Greece,"Comédia, Música",1950
ചേച്ചി,1950-02-15,0.0,0,0,0,0,India,Drama,1950
Spiegel van Holland,1950-05-14,6.208,0,24,0,9,Netherlands,Documentário,1950
711 Ocean Drive,1950-07-01,6.316,0,38,0,102,United States of America,Crime,1950
Érase una vez...,1950-12-18,6.25,0,6,0,69,Spain,"Animação, Fantasia, Comédia",1950
Shadow of the Past,1950-09-04,0.0,0,0,0,83,United Kingdom,,1950
"David Harding, Counterspy",1950-07-13,5.5,0,4,0,71,United States of America,"Ação, Aventura",1950
Curtain Call at Cactus Creek,1950-05-25,6.25,0,4,0,86,United States of America,"Comédia, Romance, Faroeste",1950
Hantik,1950-03-08,0.0,0,0,0,90,Philippines,"Ação, Drama, Guerra",1950
Paolo e Francesca,1950-02-28,0.0,0,0,0,92,Italy,"Romance, História, Drama",1950
Lo zappatore,1950-12-31,0.0,0,0,0,80,,Drama,1950
A Wonderful Life,1950-08-10,0.0,0,0,0,43,United States of America,Drama,1950
Huellas del pasado,1950-11-01,5.0,0,4,0,98,Mexico,,1950
Motor Patrol,1950-05-12,6.0,0,3,0,67,United States of America,"Crime, Drama, Thriller",1950
東海道は兇状旅,1950-07-22,0.0,0,0,0,80,Japan,,1950
Banco de prince,1950-11-20,0.0,0,0,0,85,France,Aventura,1950
Patto col diavolo,1950-01-11,0.0,0,0,0,84,Italy,Drama,1950
Nobre e Rebelde,1950-12-20,5.4,0,7,0,80,United States of America,Drama,1950
钢铁战士,1950-09-01,0.0,0,0,0,97,China,"Guerra, Drama",1950
The Admiral Was a Lady,1950-08-04,6.1,0,6,0,87,United States of America,"Comédia, Romance",1950
Texas Dynamo,1950-06-01,0.0,0,0,0,56,United States of America,Faroeste,1950
左近捕物帖　鮮血の手型,1950-12-02,0.0,0,0,0,91,Japan,Drama,1950
Menace de mort,1950-02-22,7.0,0,1,0,92,France,"Comédia, Drama, Crime",1950
Le Grand Rendez-vous,1950-02-10,0.0,0,0,0,105,France,"Drama, Guerra",1950
Vivere a sbafo,1950-04-01,0.0,0,0,0,90,Italy,Comédia,1950
One Shivery Night,1950-07-13,0.0,0,0,0,16,United States of America,Comédia,1950
Dynamite Pass,1950-03-23,5.9,0,7,0,61,United States of America,"Faroeste, Ação",1950
Santo disonore,1950-03-24,0.0,0,0,0,0,,,1950
Colorado Ranger,1950-05-12,4.3,0,3,0,55,United States of America,"Crime, Faroeste",1950
怒りの街,1950-05-14,6.5,0,6,0,105,Japan,"Crime, Drama",1950
Otra primavera,1950-04-27,5.5,0,6,0,93,Mexico,,1950
Секретная миссия,1950-08-21,3.4,0,5,0,98,Soviet Union,"Drama, Guerra",1950
Donne senza nome,1950-03-23,6.3,0,3,0,129,Italy,"Drama, Guerra",1950
Föhn,1950-10-09,4.5,0,2,0,0,Germany,"Drama, Aventura",1950
Pluto's Heart Throb,1950-01-06,6.8,0,15,0,7,United States of America,"Animação, Romance, Comédia",1950
夜半鐘聲,1950-04-19,0.0,0,0,0,0,Hong Kong,"História, Drama, Terror",1950
Des Lebens Überfluß,1950-05-17,0.0,0,0,0,83,Germany,"Comédia, Romance",1950
婚約指輪,1950-07-01,6.5,0,11,0,96,Japan,"Drama, Romance",1950
Erzieherin gesucht,1950-10-28,0.0,0,0,0,0,Germany,Drama,1950
Miquette et sa mère,1950-04-14,5.3,0,13,0,95,France,Comédia,1950
Amor hoi!,1950-03-17,4.0,0,2,0,80,Finland,"Comédia, Romance",1950
Rome Express,1950-01-18,3.0,0,1,0,83,France,Comédia,1950
細雪,1950-05-17,8.0,0,1,0,145,Japan,Drama,1950
La Vie Commence Demain,1950-09-13,6.2,0,4,0,87,France,"Documentário, Drama",1950
Quick on the Vigor,1950-10-06,0.0,0,0,0,7,United States of America,Animação,1950
ペ子ちゃんとデン助,1950-05-14,0.0,0,0,0,79,Japan,,1950
Trial Without Jury,1950-07-08,0.0,0,0,0,60,United States of America,"Crime, Drama",1950
মর্য্যাদা,1950-12-15,0.0,0,0,0,0,India,Drama,1950
Deportado,1950-11-01,6.056,0,9,0,89,United States of America,"Crime, Drama, Thriller",1950
The Misadventures of Buster Keaton,1950-12-31,7.0,0,2,0,80,United States of America,"Comédia, Cinema TV",1950
Surrender,1950-09-15,4.4,0,5,0,90,United States of America,"Faroeste, Drama, Romance",1950
Un homme marche dans la ville,1950-03-22,5.0,0,5,0,95,France,Drama,1950
Riviera Dream,1950-01-01,0.0,0,0,0,20,"France, United States of America",,1950
とんぼ返り道中,1950-12-31,0.0,0,0,0,82,Japan,"Música, Drama",1950
An Egg Scramble,1950-05-27,6.714,0,14,0,7,United States of America,"Animação, Comédia",1950
Miracle in the Rain,1950-05-01,0.0,0,0,0,60,,"Drama, Romance",1950
Journey for Three,1950-05-05,0.0,0,0,0,44,New Zealand,"Documentário, Drama",1950
いれずみ判官　桜花乱舞の巻,1950-04-14,0.0,0,0,0,85,Japan,"Crime, Drama",1950
The Golden Twenties,1950-04-08,0.0,0,0,0,68,United States of America,Documentário,1950
It's a Small World,1950-06-24,5.333,0,7,0,74,United States of America,Drama,1950
Tu m'as sauvé la vie,1950-09-20,5.417,0,6,0,85,France,Comédia,1950
The Popcorn Story,1950-11-30,6.0,0,1,0,7,United States of America,"Animação, Comédia",1950
The Pink Hussar,1950-03-17,0.0,0,0,0,30,,Drama,1950
Yo también soy de Jalisco,1950-08-23,4.5,0,4,0,85,Mexico,,1950
燃ゆる牢獄,1950-08-12,0.0,0,0,0,83,Japan,Drama,1950
The Strip Tease Murder Case,1950-12-31,1.0,0,2,0,66,United States of America,Drama,1950
Vidas Sem Sol,1950-07-26,6.4,0,11,0,80,United Kingdom,Drama,1950
レ・ミゼラブル　あゝ無情　第二部 愛と自由の旗,1950-11-14,0.0,0,0,0,122,Japan,"Drama, História",1950
Blades of the Musketeers,1950-11-24,0.0,0,0,0,60,United States of America,"Aventura, Cinema TV",1950
Blue Grass of Kentucky,1950-01-22,0.0,0,0,0,72,United States of America,Drama,1950
Cuando besa mi marido,1950-05-17,8.0,0,2,0,69,Argentina,"Comédia, Romance",1950
Pirates of the High Seas,1950-11-02,6.0,0,1,0,260,United States of America,"Ação, Crime, Aventura",1950
The Milkman,1950-10-17,8.0,0,1,0,87,United States of America,Comédia,1950
Simbad el Mareado,1950-10-13,6.0,0,10,0,96,Mexico,"Família, Fantasia, Comédia",1950
West of the Brazos,1950-06-02,3.5,0,2,0,59,United States of America,Faroeste,1950
Insel ohne Moral,1950-10-23,0.0,0,0,0,0,Germany,Comédia,1950
The Tougher They Come,1950-11-16,3.0,0,2,0,69,United States of America,"Drama, Aventura, Ação",1950
Wabash Avenue,1950-03-31,4.7,2115000,6,2039000,92,United States of America,Música,1950
Meurtres ?,1950-10-10,6.8,0,15,0,120,France,Drama,1950
風雲金毘羅山,1950-09-02,0.0,0,0,0,92,Japan,,1950
Siete muertes a plazo fijo,1950-10-08,0.0,0,0,0,88,Cuba,"Thriller, Comédia",1950
Das doppelte Lottchen,1950-11-27,6.4,0,14,0,105,Germany,"Família, Comédia",1950
Rogues of Sherwood Forest,1950-06-21,4.688,0,8,0,90,United States of America,"Ação, Aventura",1950
The Chump Champ,1950-11-04,6.96,0,25,0,7,United States of America,"Animação, Comédia",1950
いれずみ判官　落花対決の巻,1950-04-23,0.0,0,0,0,87,Japan,"Crime, Drama",1950
Hollywood Varieties,1950-01-15,0.0,0,0,0,60,United States of America,Comédia,1950
Dovolená venkova,1950-12-31,0.0,0,0,0,0,Czechoslovakia,Documentário,1950
امرأة من نار,1950-03-01,0.0,0,0,0,96,,,1950
Watch the Birdie,1950-12-11,5.3,996000,7,1318000,71,United States of America,"Comédia, Crime, Romance",1950
Souvenirs perdus,1950-11-11,5.2,0,15,0,125,France,"Fantasia, Drama",1950
旗本退屈男捕物控　前編　七人の花嫁,1950-09-23,0.0,0,0,0,69,Japan,"História, Ação",1950
So You Want a Raise,1950-09-23,6.0,0,1,0,10,United States of America,Comédia,1950
夜の緋牡丹,1950-12-08,0.0,0,0,0,105,Japan,,1950
Beauty on Parade,1950-05-04,0.0,0,0,0,66,United States of America,Drama,1950
Dreizehn unter einem Hut,1950-02-27,0.0,0,0,0,90,Germany,Comédia,1950
"Hook, Lion and Sinker",1950-09-01,6.6,0,21,0,7,United States of America,"Animação, Comédia",1950
மந்திரி குமாரி,1950-06-24,0.0,0,0,0,0,India,Drama,1950
Rågens rike,1950-09-26,0.0,0,0,0,87,,Drama,1950
For Heaven's Sake,1950-12-15,7.0,0,9,0,92,United States of America,"Comédia, Fantasia",1950
Aventuras de un nuevo rico,1950-11-06,5.0,0,4,0,90,,,1950
Quem Ama Não Teme,1950-01-04,6.154,0,27,0,82,United States of America,"Drama, Romance",1950
我这一辈子,1950-10-31,7.4,0,12,0,120,China,"Drama, Guerra, Crime",1950
Hostile Country,1950-03-24,2.3,0,3,0,59,United States of America,Faroeste,1950
The Titan: Story of Michelangelo,1950-01-22,6.1,0,5,0,60,"Germany, Switzerland",Documentário,1950
Rider from Tucson,1950-06-07,6.0,0,1,0,60,United States of America,Faroeste,1950
旗本退屈男捕物控　後編　毒殺魔殿,1950-10-07,0.0,0,0,0,66,Japan,"História, Ação",1950
Lucky Losers,1950-05-14,6.1,0,5,0,70,United States of America,Comédia,1950
Nacha Regules,1950-03-02,0.0,0,0,0,0,Argentina,Drama,1950
"Home, Tweet Home",1950-01-14,7.028,0,18,0,7,United States of America,"Animação, Família, Comédia",1950
Jetzt schlägt's 13,1950-09-18,6.2,0,4,0,91,Austria,"Comédia, Crime",1950
Operation Haylift,1950-05-05,3.0,0,2,0,73,United States of America,Drama,1950
ある婦人科医の告白,1950-05-27,0.0,0,0,0,73,Japan,Drama,1950
長崎の鐘,1950-09-23,0.0,0,0,0,94,Japan,Drama,1950
