title,release_date,vote_average,budget,vote_count,revenue,runtime,production_country,genres,release_year
"Susana, Mulher Diabólica",1951-04-11,6.7,0,44,0,86,Mexico,Drama,1951
Le Désir et l'Amour,1951-10-09,10.0,0,1,0,80,"Spain, France",Drama,1951
Too Young to Kiss,1951-11-22,4.8,0,10,0,91,United States of America,"Comédia, Romance",1951
O Mata Sete,1951-02-05,8.114,0,101,0,108,Mexico,"Comédia, Faroeste",1951
Georgie and the Dragon,1951-09-27,6.0,0,1,0,7,United States of America,"Animação, Comédia",1951
The Sword of Monte Cristo,1951-03-03,4.0,0,5,0,80,United States of America,"Ação, Aventura",1951
El sueño de Andalucía,1951-03-16,8.0,0,1,0,94,"Spain, France",Música,1951
Superman e os Homens-Toupeira,1951-11-23,5.3,275000,75,0,58,United States of America,"Ficção científica, Ação, Aventura",1951
The Great Missouri Raid,1951-02-01,6.6,0,7,0,84,United States of America,Faroeste,1951
紅菱血(下集),1951-10-09,0.0,0,0,0,93,Hong Kong,Drama,1951
Warszawska premiera,1951-03-04,0.0,0,0,0,101,Poland,"História, Música",1951
Hill Number One: A Story of Faith and Inspiration,1951-03-25,4.0,0,7,0,60,United States of America,"Família, Drama, Cinema TV",1951
G.I. Jane,1951-07-06,5.0,0,2,0,62,United States of America,"Drama, Comédia, Música",1951
Amore e sangue,1951-03-23,0.0,0,0,0,0,"Germany, Italy","Ação, Drama",1951
Königin einer Nacht,1951-10-29,6.0,0,1,0,95,,,1951
Maior Que o Ódio,1951-03-16,0.0,0,0,0,110,Brazil,Crime,1951
Fora de Escala,1951-11-02,7.551,0,49,0,7,United States of America,"Animação, Comédia",1951
Una bruna indiavolata!,1951-11-21,6.0,0,1,0,90,Italy,Comédia,1951
সহযাত্রী,1951-03-10,0.0,0,0,0,0,India,Drama,1951
When the Redskins Rode,1951-05-30,4.7,0,3,0,78,United States of America,Faroeste,1951
Stasera sciopero,1951-12-14,0.0,0,0,0,85,,Comédia,1951
Vivir un instante,1951-05-03,5.0,0,1,0,98,Argentina,Drama,1951
The Quiet Woman,1951-03-01,5.8,0,5,0,71,United Kingdom,"Drama, Crime",1951
¡… Y murío por nosotros!,1951-03-15,4.4,0,5,0,95,Mexico,"Fantasia, Drama",1951
Contos de Hoffmann,1951-04-04,7.17,0,88,2470000,134,United Kingdom,"Música, Fantasia, Romance",1951
Charlotte e Seu Bife,1951-11-20,5.576,0,33,0,10,France,"Comédia, Romance",1951
Tambores Distantes,1951-12-25,6.209,0,79,0,101,United States of America,"Faroeste, Aventura, Guerra",1951
सगाई,1951-03-20,0.0,0,0,0,0,India,Drama,1951
Die Sünderin,1951-01-18,5.0,0,8,0,87,Germany,"Drama, Romance",1951
The Late Edwina Black,1951-03-31,6.4,0,13,0,78,United Kingdom,"Mistério, Drama",1951
The Franchise Affair,1951-02-19,6.7,0,3,0,88,United Kingdom,"Mistério, Crime, Drama",1951
Eva und der Frauenarzt,1951-03-29,0.0,0,0,0,0,Germany,Drama,1951
Ek Nazar,1951-10-19,0.0,0,0,0,112,India,"Drama, Romance",1951
María Montecristo,1951-05-16,5.0,0,2,0,120,Mexico,"Drama, Romance",1951
A Montanha dos Sete Abutres,1951-06-29,7.858,1821052,729,1300000,111,United States of America,Drama,1951
Maria du bout du monde,1951-03-16,0.0,0,0,0,90,,Drama,1951
Circle of Danger,1951-04-17,6.5,0,22,0,86,United Kingdom,"Mistério, Thriller",1951
Appointment with Venus,1951-10-08,5.1,0,8,0,87,United Kingdom,Romance,1951
Fathers Are People,1951-10-21,6.55,0,30,0,7,United States of America,"Animação, Comédia",1951
O Monstro do Ártico,1951-04-05,6.7,1300000,673,1950000,87,United States of America,"Drama, Terror, Ficção científica",1951
Due mogli sono troppe,1951-09-06,5.5,0,2,0,79,"Italy, United Kingdom",Comédia,1951
O Homem do Terno Branco,1951-08-07,6.9,0,202,0,85,United Kingdom,"Comédia, Ficção científica",1951
Die Sehnsucht des Herzens,1951-01-19,0.0,0,0,0,0,Germany,Drama,1951
Gargalhadas no Paraíso,1951-06-01,6.5,0,32,0,93,United Kingdom,Comédia,1951
La Table-aux-Crevés,1951-10-10,6.5,0,4,0,92,France,"Comédia, Drama",1951
Tercio de quites,1951-10-26,4.4,0,5,0,0,"Mexico, Spain","Comédia, Drama",1951
Del can-can al mambo,1951-11-15,5.7,0,3,0,107,Mexico,"Música, Comédia",1951
Glimpses of Morocco and Algiers,1951-08-04,6.0,0,1,0,8,United States of America,Documentário,1951
Uma Aventura no México,1951-04-27,5.5,0,4,0,90,Mexico,"Comédia, Romance",1951
Murder in the Cathedral,1951-09-10,6.5,0,6,0,114,United Kingdom,"Drama, História",1951
Um Lugar ao Sol,1951-06-12,7.283,2300000,413,7000000,122,United States of America,"Drama, Romance, Crime",1951
Retorno al quinto patio,1951-07-19,5.0,0,2,0,112,,"Crime, Drama",1951
A Cidade Se Defende,1951-10-12,6.1,0,16,0,77,Italy,"Crime, Drama",1951
Fury of the Congo,1951-02-26,5.0,0,6,0,69,United States of America,"Aventura, Ação, Crime, Ficção científica",1951
Órfãos da Tempestade,1951-09-20,5.2,0,17,0,113,United States of America,"Comédia, Música, Romance",1951
Pyar Ki Baten,1951-03-23,0.0,0,0,0,0,,,1951
Il lupo della frontiera,1951-01-01,0.0,0,0,0,0,Italy,Thriller,1951
Two Dollar Bettor,1951-09-09,5.3,0,12,0,72,United States of America,"Crime, Drama",1951
A Estrada dos Homens Sem Lei,1951-10-25,6.3,0,39,0,88,United States of America,"Crime, Thriller",1951
Otelo,1951-11-28,7.4,0,206,0,90,"Italy, United States of America, Morocco",Drama,1951
المعلم بلبل,1951-04-12,0.0,0,0,0,90,Egypt,"Comédia, Drama, Música",1951
Sirocco,1951-06-13,5.9,0,45,0,98,United States of America,"Crime, Drama, Thriller",1951
Meus Braços Te Esperam,1951-07-26,6.3,0,29,0,95,United States of America,"Música, Comédia, Romance",1951
Lorna Doone,1951-05-31,4.4,0,7,0,88,United States of America,"Drama, Romance",1951
"Ritmo, Sal y Pimienta",1951-02-07,0.0,0,0,0,88,Argentina,"Comédia, Música",1951
A Morte Aponta sua Arma,1951-02-22,6.1,0,7,0,83,United States of America,Crime,1951
Corazón de fiera,1951-02-21,5.3,0,3,0,83,Mexico,Drama,1951
A Última Felicidade,1951-12-17,6.3,0,28,0,103,Sweden,"Drama, Romance",1951
Bowery Battalion,1951-01-24,8.0,0,3,0,69,United States of America,"Comédia, Ação",1951
I'd Climb the Highest Mountain,1951-02-17,6.6,0,9,0,88,United States of America,"Romance, Drama",1951
Zwei in einem Auto,1951-12-21,6.0,0,1,0,100,Austria,Comédia,1951
El grito de la carne,1951-01-01,5.0,0,2,0,85,Mexico,,1951
Industrializácia Slovenska,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
Toast to Our Brother,1951-12-18,0.0,0,0,0,25,United States of America,"Documentário, Drama, Romance, Comédia",1951
Die Vier im Jeep,1951-03-30,5.4,0,5,0,95,Switzerland,Drama,1951
Também Fomos Felizes,1951-10-03,7.8,0,202,0,125,Japan,Drama,1951
大江戸五人男,1951-11-22,5.0,0,1,0,132,Japan,"Ação, Drama",1951
Sinfonia de Paris,1951-09-26,7.0,5635000,635,6981000,114,United States of America,"Música, Romance, Comédia",1951
Jugend von heute,1951-01-01,0.0,0,0,0,15,,Documentário,1951
¡Baile mi rey!,1951-08-03,5.3,0,3,0,99,Mexico,Comédia,1951
Bride of the Gorilla,1951-10-01,4.757,0,35,0,70,United States of America,Terror,1951
Os Amores de Pandora,1951-04-13,6.6,1500000,119,0,124,United Kingdom,"Romance, Drama, Fantasia",1951
Birthright,1951-02-14,3.25,0,4,0,51,United States of America,Drama,1951
A Millionaire for Christy,1951-09-02,7.0,0,6,0,91,United States of America,"Comédia, Romance",1951
名月走馬燈,1951-07-11,0.0,0,0,0,84,Japan,,1951
Cuidado con las mujeres,1951-09-25,0.0,0,0,0,68,Argentina,Comédia,1951
The Walt Disney Christmas Show,1951-12-25,5.5,0,4,0,52,,Família,1951
Appunti su un fatto di cronaca,1951-01-01,5.7,0,20,0,5,Italy,Documentário,1951
O Rio Sagrado,1951-09-10,7.2,0,120,0,100,"France, India","Drama, Romance",1951
Domani è un altro giorno,1951-01-24,2.2,0,2,0,110,Italy,Drama,1951
Continente Perdido,1951-08-17,3.462,0,39,0,83,United States of America,"Ficção científica, Aventura",1951
Paraíso robado,1951-10-04,6.2,0,5,0,101,"Mexico, Venezuela","Thriller, Mistério",1951
Two Tickets to Broadway,1951-11-20,4.091,0,11,0,106,United States of America,"Música, Romance",1951
A Yank in Korea,1951-02-14,0.0,0,0,0,73,,"Guerra, Drama",1951
Até o Último Homem,1951-01-04,5.9,0,39,0,113,United States of America,"Aventura, Drama, Ação, Guerra",1951
Lightning Strikes Twice,1951-04-12,5.5,1108000,20,1144000,91,United States of America,"Thriller, Mistério, Crime, Drama",1951
Une histoire d'amour,1951-11-14,6.2,0,11,0,95,France,"Comédia, Crime, Drama",1951
O Idiota,1951-05-23,6.996,0,124,0,166,Japan,"Drama, Romance",1951
Lebbra bianca,1951-02-01,0.0,0,0,0,80,Italy,Drama,1951
Painting the Clouds with Sunshine,1951-10-10,4.5,0,2,0,87,United States of America,Música,1951
Il caimano del Piave,1951-03-07,0.0,0,0,0,90,Italy,"Drama, Romance",1951
You Never Can Tell,1951-09-23,6.85,0,10,0,78,United States of America,"Comédia, Fantasia",1951
Der Rabe,1951-12-31,5.9,300000,11,0,14,Austria,Terror,1951
El Suavecito,1951-08-03,5.0,0,14,0,89,Mexico,Drama,1951
Santa Fé,1951-04-01,6.7,0,23,0,88,United States of America,Faroeste,1951
Caravana de Mulheres,1951-12-16,7.1,0,82,0,118,United States of America,"Aventura, Drama, Faroeste",1951
Édouard et Caroline,1951-04-06,6.4,0,29,0,88,France,"Comédia, Romance",1951
Come Fill the Cup,1951-10-24,7.0,0,5,0,113,United States of America,Drama,1951
Ballot Box Bunny,1951-10-06,6.9,0,31,0,8,United States of America,"Animação, Comédia",1951
Homens-Rãs,1951-01-25,6.1,0,26,0,96,United States of America,"Ação, Aventura, Drama, Guerra",1951
Diário de um Pároco de Aldeia,1951-02-07,7.5,0,279,0,111,France,Drama,1951
Pitkäjärveläiset,1951-11-02,0.0,0,0,0,91,Finland,"Comédia, Romance",1951
Resistência Heróica,1951-04-13,6.402,0,41,0,105,United States of America,Faroeste,1951
Golden Girl,1951-11-01,5.5,0,4,0,108,United States of America,"Drama, Faroeste",1951
Quebec,1951-03-15,0.0,0,0,0,85,United States of America,"Aventura, História",1951
Escola de Bravos,1951-03-14,5.0,0,5,0,94,United States of America,"Drama, Guerra",1951
Trafic sur les dunes,1951-04-20,6.0,0,1,0,89,France,"Comédia, Drama",1951
Operation Wonderland,1951-06-14,7.3,0,3,0,11,United States of America,Documentário,1951
Frånskild,1951-12-26,5.0,0,1,0,103,Sweden,"Drama, Romance",1951
Joe Palooka in Triple Cross,1951-09-16,0.0,0,0,0,60,United States of America,"Comédia, Crime",1951
Grün ist die Heide,1951-11-14,4.0,0,3,0,90,Germany,Drama,1951
Alt dette og Island med,1951-09-03,0.0,0,0,0,103,"Denmark, Finland, Norway, Sweden",Drama,1951
Cinzas Que Queimam,1951-12-13,6.618,0,152,0,82,United States of America,"Drama, Crime",1951
Pas de vacances pour Monsieur le Maire,1951-11-04,6.0,0,1,0,87,,,1951
The Lemon Drop Kid,1951-04-02,6.5,0,30,0,91,United States of America,"Comédia, Crime",1951
Na Estrada do Céu,1951-06-28,7.0,0,62,0,99,United States of America,"Drama, Thriller",1951
Ultimo incontro,1951-10-24,6.5,0,3,0,85,Italy,"Drama, Romance",1951
Babla,1951-12-01,0.0,0,0,0,114,India,,1951
فايق ورايق,1951-11-29,0.0,0,0,0,97,Egypt,"Comédia, Música",1951
Dude Duck,1951-03-02,6.694,0,18,0,8,United States of America,"Animação, Faroeste, Comédia",1951
A Revolta dos Apaches,1951-04-04,5.5,0,6,0,89,United States of America,Faroeste,1951
O Mistério da Torre,1951-06-28,7.194,0,278,0,78,United Kingdom,"Comédia, Crime",1951
Dear Brat,1951-05-30,3.333,0,3,0,82,United States of America,"Comédia, Romance",1951
Touchdown Town,1951-10-19,0.0,0,0,0,8,United States of America,Documentário,1951
Stips,1951-09-03,0.0,0,0,0,0,Germany,Comédia,1951
Coração Selvagem,1951-02-05,6.9,0,19,0,82,United States of America,Faroeste,1951
Felszabadult föld,1951-03-30,0.0,0,0,0,110,Hungary,Drama,1951
Trst,1951-01-05,0.0,0,0,0,81,Yugoslavia,Drama,1951
Mask of the Dragon,1951-03-10,4.5,0,6,0,53,United States of America,"Crime, Drama",1951
Só Resta a Lembrança,1951-08-01,6.9,0,18,0,97,United States of America,"Drama, Romance",1951
Milagre em Milão,1951-02-08,7.3,0,261,0,100,Italy,"Comédia, Fantasia, Drama",1951
La vendetta di Aquila Nera,1951-10-25,7.0,0,3,0,97,Italy,"Drama, Aventura",1951
Baionetas Caladas,1951-11-21,6.5,0,35,0,92,United States of America,"Guerra, Drama, Ação",1951
少年期,1951-05-12,6.75,0,12,0,110,Japan,"Drama, Guerra",1951
Der Untertan,1951-08-31,6.542,0,24,0,109,East Germany,"Drama, História, Comédia",1951
"Locuras, tiros y mambo",1951-10-18,0.0,0,0,0,74,Argentina,"Música, Comédia",1951
Valentino,1951-03-08,3.875,1300000,8,1550000,102,United States of America,"Drama, Romance",1951
De turno con la muerte,1951-02-10,0.0,0,0,0,76,Argentina,,1951
The City of London,1951-01-02,0.0,0,0,0,17,United Kingdom,Documentário,1951
Double Dynamite,1951-12-25,6.464,0,14,0,80,United States of America,"Comédia, Aventura, Música, Romance",1951
Um Grito de Angústia,1951-05-18,6.4,0,8,0,87,United States of America,"Crime, Drama",1951
Three Guys Named Mike,1951-03-01,5.737,0,19,0,90,United States of America,"Comédia, Romance",1951
Correio do Inferno,1951-03-25,6.672,0,58,0,89,United States of America,Faroeste,1951
O Tirano,1951-10-31,6.1,0,31,0,81,United States of America,"Terror, Thriller",1951
Krompachy,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
Drame à la Nanda Devi,1951-04-18,10.0,0,1,0,57,,"Documentário, Aventura, Drama",1951
"Em Cada Lar, Um Romance",1951-05-18,4.6,0,18,0,61,United States of America,"Comédia, Drama, Romance",1951
Badal,1951-09-06,6.0,0,1,0,137,India,Romance,1951
Arrabalera,1951-04-04,5.0,0,4,0,93,Mexico,"Drama, Comédia",1951
Navy Bound,1951-03-04,6.0,0,1,0,61,United States of America,Drama,1951
Grounds for Marriage,1951-01-12,4.3,0,3,0,90,United States of America,"Música, Comédia",1951
İstanbul'un Fethi,1951-01-01,6.0,0,4,0,95,Turkey,"Aventura, História, Guerra",1951
天狗の安,1951-08-10,0.0,0,0,0,89,Japan,,1951
Drip-Along Daffy,1951-11-17,7.102,0,54,0,7,United States of America,"Animação, Comédia, Faroeste",1951
Saagar,1951-03-15,0.0,0,0,0,0,India,,1951
Chelsea Story,1951-07-30,0.0,0,0,0,65,United Kingdom,"Crime, Drama",1951
Sisa,1951-11-07,0.0,0,0,0,75,Philippines,"História, Drama",1951
O Manto da Morte,1951-06-03,5.7,0,7,0,74,United States of America,Faroeste,1951
Olivia,1951-04-27,6.6,0,40,0,96,France,"Drama, Romance",1951
Major Bauk,1951-07-25,5.0,0,3,0,117,Yugoslavia,Guerra,1951
Fierecilla,1951-05-03,3.667,0,6,0,83,,,1951
Merry Mavericks,1951-09-06,5.8,0,4,0,16,United States of America,"Faroeste, Comédia",1951
The Tanks Are Coming,1951-10-31,8.3,0,3,0,90,United States of America,Guerra,1951
Half Angel,1951-05-05,5.6,0,5,0,77,United States of America,Comédia,1951
El final de una leyenda,1951-02-04,0.0,0,0,0,0,,,1951
"Darling, How Could You!",1951-08-08,7.0,0,4,0,96,United States of America,Comédia,1951
Yavuz Sultan Selim Ve Yeniçeri Hasan,1951-01-01,0.0,1000,0,1000,0,,"Aventura, Romance, História",1951
A Father Neptune Ceremony on Brighton Beach,1951-08-01,0.0,0,0,0,16,United Kingdom,Documentário,1951
Venezuela también canta,1951-02-28,0.0,0,0,0,100,Venezuela,"Música, Comédia",1951
Bondade Fatal,1951-06-20,6.864,0,11,0,78,United States of America,"Crime, Thriller, Drama",1951
Teresa,1951-04-05,5.8,0,10,0,102,United States of America,"Drama, Guerra",1951
Verginità,1951-09-04,3.333,0,3,0,90,Italy,"Drama, Romance",1951
Por querer a una mujer,1951-09-14,5.7,0,3,0,85,Mexico,Drama,1951
Escândalos na Riviera,1951-04-20,5.9,0,23,0,89,United States of America,"Comédia, Música, Romance",1951
Cricket Maluco,1951-05-27,7.2,0,5,0,7,United States of America,"Animação, Comédia, Família",1951
Scrambled Brains,1951-06-07,7.8,0,4,0,16,United States of America,Comédia,1951
Cúmplice das Sombras,1951-05-25,6.761,0,94,0,93,United Kingdom,"Drama, Thriller",1951
Los amantes,1951-07-10,6.0,0,4,0,84,Mexico,"Drama, Crime",1951
A Vida Começa Amanhã,1951-08-08,6.5,0,21,0,90,United States of America,"Drama, Thriller, Crime",1951
O Barco das Ilusões,1951-07-19,6.175,2300000,77,11000000,113,United States of America,"Música, Romance, Drama",1951
Vain laulajapoikia,1951-02-23,0.0,0,0,0,88,Finland,"Comédia, Romance, Música",1951
Sempre Jovem,1951-06-15,6.25,0,22,0,77,United States of America,Comédia,1951
O Homem do Planeta X,1951-04-27,5.8,41000,81,0,70,United States of America,"Ficção científica, Thriller, Terror",1951
How to Catch a Cold,1951-08-01,6.0,0,2,0,10,,Animação,1951
I Was an American Spy,1951-04-14,6.2,0,7,0,85,United States of America,"Drama, Guerra",1951
Egypt Speaks,1951-01-06,0.0,0,0,0,9,United States of America,Documentário,1951
O Homem Desconhecido,1951-11-16,4.8,0,13,0,86,United States of America,"Crime, Drama",1951
The Buster Keaton Show,1951-02-10,7.0,0,1,0,80,United States of America,"Comédia, Cinema TV",1951
Mon phoque et elles,1951-03-23,0.0,0,0,0,95,France,Comédia,1951
Senhorita Julia,1951-06-28,6.6,0,54,0,85,Sweden,"Drama, Romance",1951
O Segredo,1951-10-21,5.667,0,12,0,85,United States of America,"Crime, Drama",1951
Io sono il capataz,1951-02-28,7.0,0,1,0,98,Italy,Faroeste,1951
Vida de Casado,1951-11-23,7.554,0,46,0,97,Japan,Drama,1951
Cartas Envenenadas,1951-02-21,5.5,1075000,11,0,85,United States of America,"Crime, Mistério, Thriller",1951
A Filha do Engano,1951-08-28,5.8,0,27,0,78,Mexico,"Drama, Comédia",1951
Bedardi,1951-06-01,0.0,0,0,0,121,India,,1951
Identité judiciaire,1951-04-18,4.8,0,6,0,90,France,Crime,1951
The Hoodlum,1951-07-05,6.056,0,27,0,61,United States of America,"Drama, Thriller, Crime",1951
Homens do Deserto,1951-10-26,6.4,0,16,0,97,United States of America,"Ação, Aventura, Comédia",1951
Cold Storage,1951-02-09,6.1,0,15,0,7,United States of America,"Animação, Família, Comédia",1951
V trestném území,1951-01-12,5.0,0,1,0,0,Czechoslovakia,"Crime, Drama",1951
Sans laisser d'adresse,1951-01-17,6.1,0,15,0,90,France,"Drama, Comédia",1951
Fra den gamle købmandsgaard,1951-12-06,5.2,0,4,0,114,Denmark,"Romance, Comédia, Família, Drama",1951
Scarlet Thread,1951-05-01,4.9,0,7,0,85,United Kingdom,Drama,1951
TERRA DO INFERNO,1951-12-02,6.4,0,23,0,87,United States of America,Faroeste,1951
Du bist die Rose vom Wörthersee,1951-12-05,0.0,0,0,0,100,Germany,"Comédia, Romance",1951
The Wearing of the Grin,1951-07-28,6.0,0,19,0,7,United States of America,"Animação, Comédia",1951
Untamed Mistress,1951-06-17,4.5,0,6,0,73,United States of America,"Aventura, Drama",1951
Nazneen,1951-08-11,0.0,0,0,0,126,India,,1951
Les miracles n'ont lieu qu'une fois,1951-05-10,5.7,0,9,0,98,"France, Italy","Guerra, Romance",1951
Três Grandes Amigos,1951-04-01,3.833,0,6,0,92,United States of America,"Aventura, Comédia, Guerra",1951
Pictura,1951-06-01,0.0,0,0,0,72,,Documentário,1951
David e Betsabá,1951-08-10,5.732,2170000,69,0,123,United States of America,"Drama, Romance, História",1951
Bonanza Town,1951-07-26,6.0,0,1,0,56,United States of America,Faroeste,1951
Flight to Mars,1951-11-11,5.125,0,32,0,72,United States of America,"Ficção científica, Thriller",1951
Sugarfoot,1951-02-11,5.0,0,5,0,80,United States of America,"Faroeste, Romance, Ação",1951
Fingerprints Don't Lie,1951-02-23,5.0,0,5,0,57,United States of America,"Crime, Drama",1951
M,1951-03-01,6.4,0,62,0,88,United States of America,"Crime, Drama, Thriller",1951
H: The Story of a Teen-Age Drug Addict,1951-01-01,6.0,0,1,0,21,United States of America,Drama,1951
Thunder in God's Country,1951-04-07,0.0,0,0,0,67,United States of America,Faroeste,1951
Santa Brigida,1951-01-01,0.0,0,0,0,9,"Italy, Sweden",Documentário,1951
Bruxaria,1951-07-26,5.8,0,21,0,77,United States of America,"Comédia, Música",1951
Stronghold,1951-10-25,5.7,0,6,0,72,"Mexico, United States of America","Aventura, Romance, Guerra",1951
Aventuras do Capitão Fabian,1951-10-06,5.179,0,14,0,100,"France, United States of America","Aventura, Drama, Romance",1951
Cheer the Brave,1951-08-01,0.0,0,0,0,62,,Comédia,1951
Agonia de uma Vida,1951-10-17,6.3,2500000,32,0,84,United States of America,"Drama, Mistério",1951
Duda,1951-10-08,8.0,0,1,0,104,Spain,Drama,1951
La passante,1951-05-18,4.7,0,3,0,102,,Drama,1951
Cold War,1951-04-27,6.328,0,29,0,7,,"Animação, Comédia",1951
Gangsterpremiere,1951-12-25,0.0,0,0,0,93,"Austria, Germany",Comédia,1951
O Grande Caruso,1951-04-16,5.7,0,19,0,109,United States of America,"Drama, Música",1951
Avalanche de Sangue,1951-03-14,0.0,0,0,0,54,United States of America,Faroeste,1951
Rendez-vous à Grenade,1951-11-21,4.0,0,1,0,76,France,Drama,1951
According to Mrs. Hoyle,1951-05-20,5.0,0,2,0,60,United States of America,"Comédia, Crime, Drama",1951
Liceo de señoritas,1951-04-20,0.0,0,0,0,89,Argentina,Comédia,1951
A.T.M. ¡A toda máquina!,1951-09-13,8.256,0,80,0,120,Mexico,"Comédia, Música",1951
O Corsário Maldito,1951-05-19,6.4,0,22,0,90,United States of America,"Guerra, Drama",1951
Tweet Tweet Tweety,1951-12-14,6.556,0,18,0,7,United States of America,"Animação, Comédia",1951
La famiglia Passaguai,1951-12-20,6.55,0,20,0,91,Italy,Comédia,1951
Přehlídka,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
The Wild Blue Yonder,1951-12-05,6.0,0,1,0,98,United States of America,"Guerra, Drama",1951
Teia de Sabotagem,1951-11-13,5.3,0,10,0,93,United Kingdom,"Ação, Thriller, Crime",1951
The Lady with a Lamp,1951-09-22,6.1,0,6,0,110,United Kingdom,Drama,1951
Dupont Barbès,1951-08-09,5.5,0,2,0,112,,Drama,1951
Bedtime for Bonzo,1951-04-05,5.9,0,15,0,83,United States of America,"Comédia, Família, Romance",1951
Il bivio,1951-03-19,6.0,0,1,0,98,Italy,"Crime, Drama",1951
Benjy,1951-01-01,6.0,0,5,0,10,,Documentário,1951
武蔵野夫人,1951-09-14,5.9,0,17,0,88,Japan,Drama,1951
The Secret of Convict Lake,1951-07-29,6.6,0,30,0,83,United States of America,Faroeste,1951
Native Son,1951-03-02,5.214,0,14,0,104,"Argentina, United States of America",Drama,1951
純白の夜,1951-08-31,0.0,0,0,0,106,Japan,Drama,1951
Incógnito,1951-09-07,6.6,0,50,0,87,United States of America,"Crime, Thriller",1951
La Poison,1951-11-30,7.2,0,75,0,85,France,Comédia,1951
Lassie: Heróis da Montanha,1951-05-04,4.125,667000,24,1085000,68,United States of America,"Ação, Aventura, Drama, Família",1951
Lady Godiva Rides Again,1951-10-25,5.8,0,9,0,90,United Kingdom,Comédia,1951
Un grand patron,1951-11-28,6.2,0,4,0,95,France,Drama,1951
Penny Points to Paradise,1951-04-25,3.9,0,6,0,77,United Kingdom,Comédia,1951
Red Mountain,1951-11-01,6.579,0,19,0,84,United States of America,Faroeste,1951
Spoilers of the Plains,1951-02-02,7.0,0,2,0,68,United States of America,"Ação, Aventura, Faroeste",1951
Government Agents vs Phantom Legion,1951-07-04,6.0,0,1,0,167,United States of America,"Ação, Crime",1951
Pier 23,1951-05-11,5.222,0,9,0,58,United States of America,"Crime, Mistério, Drama",1951
Sensation in San Remo,1951-09-05,8.0,0,2,0,98,Germany,"Música, Comédia",1951
Sunny Side of the Street,1951-09-01,6.0,0,1,0,71,United States of America,"Comédia, Romance",1951
Rodeo King and the Senorita,1951-07-15,0.0,0,0,0,67,United States of America,Faroeste,1951
A Modelo e a Casamenteira,1951-11-01,6.219,0,16,0,103,United States of America,"Comédia, Romance",1951
Joguei Minha Mulher,1951-10-31,5.563,0,24,0,77,United States of America,"Comédia, Romance, Drama",1951
Agora Estamos na Marinha,1951-02-23,4.4,0,10,0,93,United States of America,"Comédia, Guerra",1951
中山安兵衛,1951-03-31,0.0,0,0,0,95,Japan,"História, Ação",1951
Diego Silang,1951-08-19,0.0,0,0,0,0,Philippines,"História, Ação",1951
První máj 1950 v Gottwaldově,1951-01-01,9.5,0,2,0,0,Czechoslovakia,Documentário,1951
Café Cantante,1951-07-05,0.0,0,0,0,90,"Argentina, Spain","Música, Drama",1951
Hell Is Sold Out,1951-06-01,5.7,0,3,0,85,United Kingdom,Drama,1951
The Light Touch,1951-12-06,6.2,0,8,0,93,United States of America,"Drama, Crime",1951
A Vingança dos Piratas,1951-10-18,6.295,0,44,0,81,United States of America,"Aventura, Drama",1951
A Carne e a Alma,1951-01-06,5.9,0,15,0,82,United States of America,Drama,1951
Queen for a Day,1951-07-07,6.0,0,1,0,107,United States of America,Drama,1951
The Sea Hornet,1951-11-06,5.0,0,2,0,84,United States of America,"Mistério, Aventura, Crime",1951
Rough Riders of Durango,1951-01-30,0.0,0,0,0,60,United States of America,Faroeste,1951
Horas Intermináveis,1951-04-01,7.24,0,48,0,92,United States of America,"Drama, Thriller",1951
Paixão de Beduíno,1951-12-18,6.1,0,7,0,78,United States of America,Aventura,1951
Sonharei com Você,1951-12-06,4.7,0,13,0,110,United States of America,"Comédia, Drama, Música",1951
カルメン故郷に帰る,1951-03-21,6.14,0,25,0,86,Japan,"Comédia, Música",1951
La Maison Bonnadieu,1951-11-27,4.0,0,7,0,102,France,Comédia,1951
Különös házasság,1951-08-12,8.0,0,1,0,105,Hungary,Drama,1951
愛妻物語,1951-09-07,7.0,0,3,0,97,Japan,Drama,1951
Darna,1951-05-31,0.0,0,0,0,90,Philippines,"Ação, Aventura, Fantasia",1951
Coupable?,1951-06-29,0.0,0,0,0,83,France,"Drama, Thriller",1951
Camera Sleuth,1951-04-28,5.0,0,1,0,10,United States of America,"Crime, Documentário",1951
"Buon viaggio, pover'uomo",1951-08-10,0.0,0,0,0,92,,,1951
పాతాళ భైరవి,1951-03-15,8.5,0,6,0,195,India,Fantasia,1951
Francis Goes to the Races,1951-05-01,6.5,0,13,0,88,United States of America,"Comédia, Família, Fantasia",1951
Uno que ha sido marino,1951-09-17,7.0,0,1,0,87,Chile,"Comédia, Drama",1951
La canción de La Malibrán,1951-10-05,0.0,0,0,0,0,Spain,"Drama, Música",1951
Bannerline,1951-10-12,6.0,0,3,0,87,United States of America,Drama,1951
Naše dovolená,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
Guernica,1951-06-06,5.929,0,28,0,13,France,"Documentário, Guerra",1951
Day of the Fight,1951-04-26,5.747,3900,166,0,13,United States of America,Documentário,1951
The Dark Man,1951-01-22,6.3,0,6,0,92,United Kingdom,"Thriller, Crime, Drama",1951
